Speaker,Dialogue
Phoebe,Oh no! Why?
Ross,"‘Cause Carol’s a lesbian. And, and I’m not one. And apparently it’s not a mix and match situation."
Phoebe,"Oh my God! I don’t believe it! Oh, you poor bunny."
Ross,"I’m an idiot. I mean shoulda seen it, I mean Carol and I’d be out and she’d, she’d see some beautiful woman, and, and she’d be Ross y'know look at her, and I’d think, God, my wife is cool!"
Phoebe,"Aw! Hey, do you think that Susan person is her lover?"
Ross,"Well, now I do!!"
Phoebe,I’m sorry.
Ross,"Seven years. I mean we’ve been together seven years, she’s the only woman who’s ever loved me, and the only woman I’ve-I’ve ever...."
Phoebe,"Aw, God Ross. Oh."
Chandler,"Umm, this is nice."
Monica,"I know, it is isn’t it?"
Chandler,"No, I mean it, this feels really good. Is it a hundred percent cotton?"
Monica,"Yeah! And I got it on sale, too."
Chandler,"Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device."
Monica,"Well, if you wanna get a drink later we can."
Chandler,"Oh yeah, that sounds great. Oh, and listen, it’s, it’s gonna be...."
Monica,I know. Thanks.
Ross,"Maybe this would’ve happened if I’d been more nurturing, or I’d paid more attention, or I... had a uterus. I can’t believe this!"
Phoebe,"I know no, no, y'know you don’t deserve this, you don’t Ross. You’re, you’re really, you’re so good."
Ross,Thanks.
Phoebe,And you’re so sweet. And you’re kind
Ross,Thanks.
Ross,"Wait, wait, wait, wait, wait."
Phoebe,Huh?
Phoebe,"Okay, it’s okay."
Phoebe,Oh.
Ross,"Wait, wait, wait."
Phoebe,What?
Ross,My foot is stuck in the pocket.
Phoebe,What?
Ross,"No, I can’t get it out."
Phoebe,"Well, that’s not something a girl wants to hear."
Ross,"No, come on don’t start. Ouch!"
Phoebe,What?
Ross,Stupid balls are in the way.
Ross,Oh well. It probably would’ve been the most constructive solution.
Phoebe,You have chalk on your face.
Ross,Huh?
Phoebe,"Oh, Ross you’re right, I don’t know why I always thought this was real grass."
Monica,"Hey, are you okay?"
Ross,My wife’s a lesbian.
Joey,Cool!!
Chandler,"Ross-Joey, Joey-Ross."
Ross,Hi. Closing Credits
Chandler,I can’t believe you came back.
Rachel,"Don’t say anything. I don’t wanna speak, I don’t wanna think. I just want you to take me and kiss me and make love to me right here, right now. Friend No. 2: Rachel! Rachel!"
Rachel,What? Friend No. 2: You missed the exit!
Rachel,"Oh, sorry. Friend No. 1: My God, what were you thinking about?"
Rachel,"Um, Barry. Her Friends: Awwww!! End"
Ross,"So I told Carl, ‘Nobody, no matter how famous their parents are, nobody is allowed to climb on the dinosaur.’ But of course this went in one ear and out....."
Rachel,I love how he cares so much about stuff. If I squint I can pretend he’s Alan Alda.
Monica,"Oh good, another dinosaur story. When are those gonna become extinct?"
Chandler,"If I was a superhero who could fly and be invisible, that would be the best."
Gunther,What does Rachel see in this guy? I love Rachel. I wish she was my wife.
Phoebe,Who’s singing? Opening Credits
Ross,"Hey. When you guys were kids and you played Happy Days, who were you? I was always Richie."
Monica,I was always Joanne.
Joey,"Question. Was ah, ‘Egg the Gellers!’ the war cry of your neighbourhood?"
Phoebe,Ewww! Oh! It’s the Mattress King!
Joey,Booo!!
Chandler,Don’t look honey. Change the channel! Change the channel!
Janice,"Wait! Wait! I wanna see this. After I divorce him, half of that kingdom is gonna be mine. Matress King: ‘Despair fills the mattress showroom. My kingdom is suddenly without a queen. I’m so depressed I’m going to slash... my prices!! Check it out! Four ninety-nine for a pillow top queen set! I’m going medieval on prices!"
Chandler,What a wank!
Janice,"Oh, I cannot believe he’s using our divorce to sell mattresses."
Monica,"I know! And four ninety-nine for a pillow top queen set, who cares about the divorce, those babies will sell themselves. And I’m appalled for you by the way. Matress King: I’m close. I’m cheap. I’m the king."
Rachel,"‘Okay. Okay, daddy we’ll see you tomorrow night. Okay bye-bye.’"
Ross,We?
Rachel,"Are ah, having dinner with my Dad tomorrow night, I hope that’s okay."
Ross,"Oh shoot, tomorrow’s not so good, I’m supposed to um, fall off the Empire State building and land on a bicycle with no seat. Sorry."
Rachel,"Ross, my father doesn’t hate you."
Ross,"Please, he refers to me as ‘wethead’."
Rachel,"But honey he calls everybody by a nickname! Okay, look, I know, all right, just one dinner, please, just one night for me, please. I just want him to love you like I do. All right, well not exactly like I do, but, but, if you do come to dinner, I’ll love you like I do in that black thing that you like."
Chandler,I’ll go.
Ross,Fine.
Rachel,Thank you.
Ross,Hi Gunther.
Gunther,"Yeah, we’ll see!"
Joey,"Hey, you guys!"
Phoebe,Hey!
Joey,Guess what?
Ross,What?
Joey,I got a gig!
Chandler,"See, that’s why I could never be an actor. Because I can’t say gig."
Phoebe,"Yeah, I can’t say croissant. Oh my God!"
Monica,What’s the part?
Joey,"Well, it’s not a part, no. I’m teaching acting for soap operas down at the Learning Extension."
Ross,Come on! That’s great.
Joey,"Yeah, yeah. It’s like my chance to give something back to the acting community."
Ross,Y’know your probably not allowed to sleep with any of your students.
Joey,I know!
Phoebe,"Ugh! I don’t know Monica. It feels funny just being here. I mean if you buy a bed from Janice’s ex-husband, that’s like betraying Chandler."
Monica,Not at these prices.
Phoebe,Hi. Y'know in England this car would be on the other side of the store. Woo!
Monica,"Oh! Ohhhhh! Oh! Phoebe, come here. Aw, this is my new bed. You gotta feel this bad boy."
Phoebe,"Eh, Monica it, it feels so weird, y'know, Chandler’s your friend... Oh! Oh my God! Aw, all right take this bed, you can make other friends."
Joey,"Good evening. I’m Mr. Tribbiani. And I will be teaching acting for soap operas. Now um, on my first day as Dr. Drake Remoray on Days of Our Lives, I learned that one of the most important things in soap opera acting is reacting, this does not mean acting again, it means, you don’t have a line, but someone else just did. And it goes like this. Thanks, thanks, a lot. Oh, by the way, before I forget to work in soap operas some of you will have to become much more attractive. All right, moving right along."
Joey,Hi!
Phoebe,Hey! Ooh! How was teaching last night?
Joey,"Oh it was great. Yeah, you get to say stuff like, ’Hey, the bell doesn’t dismiss you, I dismiss you.’"
Phoebe,"Ooooh, nice."
Joey,"Oh, and guess what, I got an audition for All My Children."
Phoebe,"Oh, yay!"
Joey,"Yeah, it’s this great part, this boxer named Nick. And I’m so, so right for it, y'know, he’s just like me. Except he’s a boxer, and has an evil twin."
Phoebe,Oh.
Phoebe,Okay.
Phoebe,"Oh, do I have a middle name. All right Monica Velula Geller. It’s that bedroom there."
Joey,"Hey, Monica bought a bed from the Mattress King?"
Phoebe,"Yeah, so please, please, please, don’t say anything to Chandler."
Joey,You want me to lie to Chandler?
Phoebe,Is that a problem?
Joey,No.
Phoebe,"Oh, hey, hey Nick the boxer let’s see what you got. All right ya, put ‘em up. Come on."
Joey,"Hey, you’re ah, pretty good at this."
Phoebe,"Yeah, well I had to learn, I was staying at the Y and some off the young men weren’t acting Christian enough."
Joey,Ahh!
Joey,Hey now!
Joey,Hey!!! Oww!! And I’m bleeding.
Phoebe,Oh! Oh! Oh!
Joey,"Okay, great."
Phoebe,"Wow! And I’m a vegetarian! All right, all right, well I’m sorry, we’ll put some ice on it."
Joey,Okay.
Phoebe,"‘Kay, put your head back."
Joey,All right. I can’t see.
Phoebe,"All right, I have ya. Oh God."
Phoebe,"Oh, it’s the compulsively neat one by the window, okay."
Rachel,"Hi Daddy! Dr. Green: This where they put it? What, there no table available in the kitchen! Hello, baby."
Rachel,You remember Ross. Dr. Green: Um-hmm.
Ross,Nice to see you again Dr. Green. Dr. Green: So! How’s the library?
Ross,"Ugh, museum. Dr. Green: What happened to the library?"
Ross,"There never was a library. I mean there are libraries, its just that I ah, I never worked at one. Dr. Green: You know what’s really good here, the lobster. What do you say shall I just order three."
Ross,"Yeah, if you’re really hungry. It was a joke, I made a joke."
Rachel,"Yeah, actually Daddy Ross is allergic to lobster. Dr. Green: What kind of person is allergic to lobster? I guess the kind of person that works at a library."
Ross,"It’s not a library... Dr. Green: I know!! It’s a museum! What, you’re the only one around here who can make a joke! At least mine was funny. Ah, waiter, we will have two lobsters and a menu."
Ross,"So, Dr. Green, how’s the old boat. Dr. Green: They found rust. You know what rust does to a boat?"
Ross,"It gives it a nice antiquey look. Dr. Green: Rust, is boat cancer, Ross."
Ross,"Wow. I’m sorry, when I was a kid I lost a bike to that. Dr. Green: Excuse me for a moment, will you please, I want to say good night to the Levines, before we go."
Rachel,Okay.
Ross,Okay!
Rachel,Aw honey stop! It’s not that bad.
Ross,Yeah. Op! Uh-oh! I think your Dad must’ve added wrong. He only tipped like four percent.
Rachel,Yeah. That’s Daddy.
Ross,That’s Daddy?! But doesn’t it bother you? You’re a waitress.
Rachel,"Yes, it bothers me Ross, but y'know if he was a regular at the coffee house, I’d be serving him sneezers."
Ross,So?
Rachel,"So. Ross, I’ve bugged him about this a million times, he’s not gonna change."
Ross,You really serve people sneezers?
Rachel,"Well um, I don’t. Dr Green: You kids ready?"
Ross,"Thanks again, Dr. Green. Dr. Green: All right. Dr. Green: Oh, wait, wait, wait, wait, I think I forgot my receipt."
Ross,"Oh, ah, you don’t need that. Dr. Green: Why not?"
Ross,"The carbon, it’s messy, I mean it gets on your fingers and causes, the, the ah, night blindness. Dr. Green: What is this? Who put a twenty down here? Huh?"
Ross,"Oh, yeah, that would be me, um, I have, I have a problem I-I tip way too much, way, way, too much, it’s a sickness really."
Rachel,"Yeah it is, it is. We really, really have to do something about that."
Ross,"I know. Dr. Green: Excuse me, you think I’m cheap?"
Rachel,"Oh Daddy, no he didn’t mean anything by that, he really didn’t."
Ross,"Nothing I do means anything, really. Dr. Green: This is nice. I pay two hundred dollars for dinner, you put down twenty, and you come out looking like Mr. Big Shot. You really want to be Mr. Big Shot? Here, I’ll tell you what, you pay the whole bill, Mr. Big Shot, all right."
Ross,Well Mr. Big Shot is better than ‘wethead’.
Joey,"Okay, some tricks of the trade. Now, I’ve never been able to cry as an actor, so if I’m in a scene where I have to cry, I cut a hole in my pocket, take a pair of tweezers, and just start pulling. Or ah, or, let’s say I wanna convey that I’ve just done something evil. That would be the basic ‘I have a fishhook in my eyebrow and I like it’ Okay, let’s say I’ve just gotten bad news, well all I do there is try and divide 232 by 13. And that’s how it’s done. Great soap opera acting tonight everybody, class dismissed."
Student,"Hey, Mr. Trib."
Joey,Hey-hey.
Student,"Guess what, I got an audition!"
Joey,"Awww, one of my students got an audition. I’m so proud."
Student,I was wondering if you would consider coaching me for it?
Joey,You bet! What’s the part?
Student,"Oh it’s great, it’s a role on All My Children, Nick the boxer. Commercial Break"
Rachel,"You had to do it, didn’t you? You couldn’t just leave it alone."
Ross,Four percent. Okay. I tip more than that when there’s a bug in my food.
Rachel,"Ross, tonight was about the two of you getting along. Oh, would you just see my chiropractor, already."
Ross,"Yeah, I’m gonna go to a doctor who went to school in a mini-mall."
Ross,"Hey Pheebs, what are you doing?"
Phoebe,"I’m, I’m freaking out! Monica kinda trusted me with something and she shouldn’t have! All right, I haven’t lived here in a while, so I have to ask you something. Does Monica still turn on the lights in her bedroom?"
Rachel,Um. yeah.
Phoebe,I am soo dead.
Rachel,"All right, look, here’s the bottom line Ross, this is fixable, if we act fast, okay. So, I’ll invite him to brunch tomorrow and you can make nice."
Ross,"Look, honey, I have tried to make nice, it doesn’t work."
Rachel,"Okay, look, Ross, I realise that my Father is difficult, but that’s why you have got to be the bigger man here."
Ross,"Look sweetie, I could be the bigger man, I could be the biggest man, I could be a big, huge, giant man, and it still wouldn’t make any difference, except that I could pick your Father up and say ‘Like me! Like me tiny doctor!’"
Rachel,"Okay, well can’t you just try it one more time Ross? For me? For me?"
Ross,"Rachel one brunch is not gonna solve anything. You gotta face it, okay we’re never gonna get along."
Rachel,"Okay, well you are just gonna have too, okay. Because I already got a Mother and a Father who cannot stay in the same room together, okay, I don’t wanna have to have a separate room for you too!!"
Ross,"Okay, okay, okay. I’ll get the bagels."
Monica,What’s this?
Phoebe,Isn’t it cool! Varoom! Varoom!
Monica,This is not the bed I ordered!
Phoebe,"I know, you must’ve won like a contest or something!"
