,Speaker,Dialogue
19122,Rachel,"Oh right, ‘cause you always pull your pants down at the count of three and play Wipe-out on your butt cheeks."
19123,Phoebe,"All right, y'know forget hypnosis. The way to quit smoking is you have to dance naked in a field of heather, and then bath in the sweat of six healthy young men."
19124,Chandler,Or what my Father called Thursday night. Opening Credits
19125,Ross,Here you go.
19126,Rachel,"Oh, y'know what, I didn’t want cinnamon on this."
19127,Ross,Sorry.
19128,Frank,Hi!
19129,Phoebe,Oh my God!!
19130,Frank,Hi!
19131,Phoebe,Frank! Hi!
19132,Frank,How are you?
19133,Phoebe,What are you doing here?
19134,Frank,"Oh, well y'know, I would’ve called but I lost your phone number and then ah, my Mom locked me out of the house so I couldn’t find it. And then, I tried to find a pay phone, and ah, the receiver was cut off. So..."
19135,Phoebe,What happened?
19136,Frank,"Ah, oh, the ah, vandalism."
19137,Phoebe,"But, also, what happened between you and your Mom?"
19138,Frank,"Well, we got into a fight ‘cause ah, she said I was to immature to get married."
19139,Phoebe,Your getting married?!
19140,Frank,"Oh, yeah!"
19141,Phoebe,My little brother’s getting married!!
19142,Frank,"Oh, I knew you’d be so cool about this. All right, ah, hey, do you want to meet her?"
19143,Phoebe,Do I?
19144,Frank,Do you?
19145,Phoebe,"Yeah, I do, yeah."
19146,Frank,"Okay, cool, all right, she just ah, parking the truck. I’m gonna, I’m gonna get my ah, my fiancée man!"
19147,Chandler,"Y'know, I would’ve bet good money that he’d be the first one of us to get married."
19148,Phoebe,"Yeah, isn’t it fantastic?"
19149,Monica,"Yeah, ah, but Pheebs don’t you think he’s a little young to get married?"
19150,Phoebe,"What, he’s 18."
19151,Ross,"Exactly, it’ll be illegal for him to drink at his own bachelor party."
19152,Joey,"Yeah, or-or to get a hooker."
19153,Chandler,Always illegal Joe.
19154,Frank,"Hey! Hey! This is ah, my fiancée, Mrs. Knight."
19155,Alice,"Y'know it-it’s funny, um, Frank told me so much about you, but your not how I pictured you at all."
19156,Phoebe,"Yeah, I’m a big surprise."
19157,Monica,"So, um, how-how did you guys meet?"
19158,Frank,"Well um, I was in ah Mrs. Knight’s ah, I mean Alice, sorry, Alice, I always do that. I was in her ah, Home Ec class."
19159,Alice,And he was my best student.
19160,Frank,"Yeah, she was my best teacher."
19161,Alice,Ohhh.
19162,Chandler,"If that doesn’t keep kids in school, what will?"
19163,Ross,And so now you guys are gonna be married?
19164,Alice,"Yeah. Y'know we-we talked about just living together, but um, we want to have kids right away."
19165,Rachel,Oh my God!! Great!
19166,Phoebe,"Wow, kids. Frank, are you sure you’re ready for that?"
19167,Frank,"I mean, how hard can it be? Y'know, I mean, y'know, babies, y'know who doesn’t want babies right? And besides y'know, I never had a Dad around, and ah, now-now I always will, ‘cause y'know, it’ll be me. Right?"
19168,Alice,"Y'know, I mean, really we do realise that there’s an age difference between us."
19169,Phoebe,Oh good! Okay. ‘Cause you were acting like you didn’t.
19170,Alice,"Oh no, but when it comes to love, what does age matter?"
19171,Monica,"And y'know what, I just realised, in the last year I’ve only gone out with two guys, Richard and Julio. You gotta help me out here, you gotta set me up, you gotta get me back in the game."
19172,Rachel,"Well, that shouldn’t be a problem. I mean I work in fashion and all I meet are eligible straight men."
19173,Monica,"Pete, can I get you something else?"
19174,Pete,"Yeah, a slice of cheesecake and-and a date if you’re given’ ‘em out."
19175,Monica,Haven’t you and I covered that topic?
19176,Pete,"Hmm, come on, you just said to her that you…."
19177,Monica,"Aww, the only reason you want to go out with me because my blond wig, and the big boobs, and the fact that I serve you food."
19178,Pete,"Well, if that were true, I’d dating my Aunt Ruth. And the two times we went out were just plain awkward. Come on, you think she should go out with me, don’t you?"
19179,Rachel,"Well, I mean, are you sure you want to go out with her? I mean that ain’t a pretty picture in the morning, y’know what I mean. That wig all in disarray, and boobs flung over the night stand, y'know."
19180,Monica,"I mean really, think about it."
19181,Pete,"Ho-ho, I will."
19182,Phoebe,"No, I know, I know, that this is Frank’s life, y'know. Y'know, I don’t want to be all judgmental, y'know, but this is sick, it’s sick and wrong!"
19183,Ross,"Pheebs, what, is it the age thing?"
19184,Phoebe,"No-no, oh, I’m fine with the age thing y'know, until it starts sticking it’s tongue down my little brother’s throat!"
19185,Joey,"Pheebs, he seems to enjoy it."
19186,Phoebe,"But, I mean, do you think he’s gonna enjoy it when he’s up to his elbows in the diapers from all the babies they have to have right away?! This is not fair to Frank, and it-it’s not fair to the babies, and y'know what, it’s not good home economics."
19187,Joey,"Well, have-have you told him how you feel?"
19188,Phoebe,Yes. Not out loud.
19189,Ross,"Pheebs, if you don’t tell him, soon he’s gonna be married, and then you’re gonna hate yourself."
19190,Phoebe,"Yeah, but if I do tell him, then he’s gonna hate myself. I mean look at him and his Mom, I can’t. But, you guys can, please you gotta talk him out of it. Ross and Joey: No-no-no-no-no."
19191,Phoebe,"Come on, you guys, you have nothing to lose, I have everything to lose. Do you want me to lose everything? Everything?! Ross and Joey: No."
19192,Phoebe,"Okay, I’m gonna go get Frank."
19193,Joey,"So, we’re walking down the street and I turn to you and I say, “Hey, let’s go hang out at Totally Nude Nudes,” remember? And then, and then, you turn to me and say, “Nah, let’s just hang out at your place.” Well, that was a nice move dumb ass."
19194,Rachel,I think you should definitely go out with this guy.
19195,Monica,"Nah, he doesn’t do anything for me."
19196,Rachel,"Monica, last Saturday night, what happened on Walker: Texas Ranger?"
19197,Monica,"Well, umm, Walker was looking for this big bus load of kids…. All right, I get your point."
19198,Rachel,All right.
19199,Chandler,Hi.
19200,Monica,Hey.
19201,Chandler,"Y'know, I forgot the combination to this about a year ago? I just carry it around. Do you have any Chap Stick?"
19202,Monica,"Uh, yeah."
19203,Rachel,"Hey, how are those tapes working out for ya?"
19204,Chandler,"Y'know what, pretty good."
19205,Rachel,Yeah?
19206,Chandler,"Good! I haven’t smoked yet today, I feel great, and-and-and confident, that is a stunning blouse."
19207,Rachel,Thank you.
19208,Monica,Here you go.
19209,Chandler,Thanks
19210,Rachel,"Hey Mon, let’s give Pete a chance Come on, he was funny, he seems really nice, and that check thing was adorable."
19211,Chandler,What check thing?
19212,Monica,"As a joke, this customer at work who has a crush on me gave me a $20,000 tip. His number is on the check, he just did so I’d call him."
19213,Chandler,Pete Becker. Pete… Is this him?
19214,Monica,That’s Bill Clinton.
19215,Chandler,Who’s he huggin’?
19216,Monica,Oh my God! That’s Pete! But why is Bill huggin’ Pete?
19217,Chandler,This guy invented Moss 865! Every office in the world uses that program!
19218,Rachel,We use it!!
19219,Chandler,There you go!!
19220,Rachel,"Oh my God, Monica’s gonna go out with a millionaire."
19221,Monica,I’m not gonna go out with him.
19222,Rachel,"Oh my God, I can’t believe this is a real $20,000 check, oh this is just so exciting."
19223,Monica,Or incredibly offensive.
19224,Rachel,"Oh yeah, sure, that too."
19225,Chandler,What?
19226,Ross,All we’re saying is don’t rush into anything.
19227,Joey,"Yeah, come on, think about it. You’re 18, okay, she’s 44, when you’re 36, she’s gonna be 88."
19228,Frank,"What, you don’t think I know that?"
19229,Joey,"Look, the point is, there’s a lot of women out there you haven’t even had sex with yet!"
19230,Ross,"Yeah, he-he’s right, he’s right. This is your time y'know, yeah, you’re young, you’re-you’re weird, chicks dig that."
19231,Frank,"Okay, but isn’t sex better when it’s with one person that you really, really care about."
19232,Joey,"Yeah, in a poem maybe."
19233,Ross,"No the man’s right, that’s what I had with Rachel."
19234,Frank,You don’t have it anymore?
19235,Ross,"No, I ah, I slept with someone else."
19236,Frank,"Okay, so wait, all right, so how does that make things better?"
19237,Ross,It didn’t.
19238,Frank,"Okay, so what you used to have with Rachel, is what I’ve got with Alice."
19239,Joey,"Now, wh-what, what is that like?"
19240,Frank,"It’s so cool man, it’s so, it’s just ‘cause being with her is so much better than like not being with her."
19241,Ross,"Yeah, yeah."
19242,Joey,Why can’t I find that?
19243,Ross,"Don’t ask me, I had it and I blew it!"
19244,Joey,"Well, I want it!"
19245,Frank,You can have it!
19246,Joey,"I don’t know, maybe I can’t. I mean, maybe there’s something wrong with me."
19247,Ross,"Oh, no! No!"
19248,Frank,It’s out there man! I’ve seen it! I got it!!
19249,Joey,Then you hold on to it!!
19250,Frank,"All right, man!!"
19251,Joey,"All right, congratulations you lucky bastard!"
19252,Phoebe,You’re Frank’s best man?!
19253,Joey,"I couldn’t help it, there love is so pure."
19254,Phoebe,"Well then, what about you?! Huh?!"
19255,Ross,I’m the ring bearer. Commercial Break
19256,Phoebe,"Hi! Oh, Alice, hi! Thanks. I’m so glad you could come, ‘cause I’ve got a real umm, Home Ec emergency."
19257,Alice,"Oh my God, who died on this?!"
19258,Phoebe,"Yeah, I know. It’s a real mustard-tastrophe. Can you help me?"
19259,Alice,"Absolutely. Okay, first we’ll start with a little club soda and salt, and then if that doesn’t work we can go back to…"
19260,Phoebe,"Y'know what, forget it. It’s ruined."
19261,Alice,"Oh no-no, never say that. If we can’t get it out then we can cut around the stain, add a little lace, you make a stylish throw."
19262,Phoebe,"Or instead, maybe you could just not marry my brother Frank."
19263,Pete,"Okay, that’s great, but can we make it smaller? Can we make it fit on the head of a pin? I love when we make things fit on the head of a pin."
19264,Secretary,You have a Miss Monica Geller here.
19265,Pete,"Uh, absolutely, yeah, sEnd her in. Hi."
19266,Monica,What the hell is this?
19267,Pete,Hang on a second. I’ll-I’ll talk to you in the morning. I’m sorry what?
19268,Monica,"Seriously, what is this supposed to mean?"
19269,Pete,"Well, y’know, I never know how much to tip."
19270,Monica,"You’re supposed to double the tax. Not double the tax of Romania. I mean, what’s-what’s the deal? Are you, are you trying to buy me? Is this the way you get girls to go out with you?"
19271,Employee,"Umm, I’m still here."
19272,Pete,"You’re taking this all wrong. Because, if I didn’t leave you that tip, you wouldn’t of come down here, we wouldn’t be having this argument, and there wouldn’t be this ah, heat between us."
19273,Monica,What?!
19274,Pete,"Come on, you gotta admit that our relationship is ah, is hitting a new level now. ‘Cause you used to be like the chef, and I was the customer, and now we’re like this-this couple that fights."
19275,Monica,"Okay, umm, you’re a loon."
19276,Pete,"Look, forget the check, okay. I like you. I think you’re great. Come on, what do you say?"
19277,Monica,I don’t know.
19278,Pete,Why not?
19279,Monica,‘Cause I don’t want to encourage this kind of behaviour.
19280,Pete,"One meal! That’s all I’m asking for. Please? We go out, we eat, and if you don’t have a good time, I give you ten grand, we call it even."
19281,Frank,"Hi. Wait, no! Just put the mail down. It’s-it’s me!"
19282,Phoebe,"Okay. Whoa, sorry. Why were you just like all in the dark?"
19283,Frank,"Oh well, um, your, your laundry just smelled so good, that I thought I’d curl up in it. Is that all right?"
19284,Phoebe,"Oh, yeah, sure. So, how was your day?"
19285,Frank,"Oh, well just probably the worst one since I’ve been alive."
19286,Phoebe,"What umm, what happened?"
19287,Frank,"Umm, Alice ah, she ah, called it off."
19288,Phoebe,"Oh no. Did umm, did she say why?"
19289,Frank,"Uh, no, not really, just that I was too young, y'know, but I don’t see how I could all of the sudden be too young, ‘cause I’m older than I was when we first got together."
19290,Phoebe,"Yeah, yeah, no, I don’t, I don’t know. But, y'know what, maybe it’s just all for the best?"
19291,Frank,"Yeah, if the best is like unbelievable pain!"
19292,Phoebe,"Oh, sweetie, oh."
19293,Frank,"Y'know, I just was finally happy y'know. For the first time in my life! After my Dad left me, and then, and then getting arrested for stealing those birds, and then, and then the whole punctured lung thing! I can, it’s still really hard to take deep breaths in cold weather, but with Alice all that stuff kinda went away. And now it’s, and now it’s gone and I don’t know why!"
19294,Phoebe,"Uh, well I can tell you why. It’s, it’s because of me. But, y'know what, I only did it because I love you. Okay?"
19295,Frank,What?
19296,Phoebe,"Umm, well I, I kinda had a little chat with Alice, and I sort of made her see why you two shouldn’t be together, y'know. And you’re gonna see it to, one day, you really, really will."
